Unnamed: 0,AvgSpeed,Country,DangerLvl,NoAccidents,NoFatalities,NoJourneys,PoliceActivity,RoadCond,Season,Weather,Weekend
822,high,Europe,low,low,low,medium,regular,good,summer,good,weekend
824,low,US,low,low,low,low,regular,bad,winter,bad,working
825,high,US,low,low,low,medium,regular,bad,winter,bad,working
827,low,US,low,low,low,medium,regular,bad,summer,bad,working
828,high,Europe,low,low,low,medium,regular,good,summer,good,working
829,low,US,low,low,low,medium,regular,bad,winter,bad,working
832,low,Europe,low,low,low,low,increased,bad,winter,bad,working
833,high,US,low,high,medium,medium,regular,good,fall,good,working
835,high,US,low,low,low,medium,regular,bad,summer,bad,working
837,high,UK,low,medium,high,low,regular,good,summer,good,working
838,high,Europe,low,medium,low,medium,regular,good,summer,good,working
840,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
842,high,Europe,low,low,medium,medium,regular,good,summer,good,working
843,low,Europe,low,medium,high,medium,regular,good,summer,good,working
845,high,Europe,low,medium,high,medium,regular,good,summer,good,working
847,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
848,low,UK,low,medium,medium,medium,regular,good,spring,good,working
854,low,US,low,high,high,low,regular,bad,fall,bad,weekend
855,low,Europe,low,low,low,low,regular,bad,winter,bad,working
856,low,Europe,low,medium,medium,medium,increased,good,summer,good,working
858,high,Europe,low,medium,high,medium,regular,good,summer,good,working
860,high,UK,low,low,low,medium,regular,bad,spring,good,working
861,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
862,high,Europe,low,low,medium,low,regular,good,winter,good,working
863,low,US,low,medium,medium,low,regular,bad,winter,good,working
864,high,Europe,low,low,low,medium,regular,good,summer,good,working
865,low,UK,low,medium,high,medium,regular,bad,winter,bad,working
868,high,US,low,high,medium,medium,regular,good,winter,good,working
870,low,US,low,medium,medium,medium,regular,good,fall,good,weekend
872,high,Europe,low,low,low,medium,regular,good,fall,good,working
873,high,US,low,low,low,medium,regular,good,summer,good,working
874,high,UK,low,low,low,low,regular,good,spring,bad,working
879,low,US,low,high,high,low,regular,bad,fall,bad,weekend
880,low,UK,low,low,medium,low,regular,good,summer,bad,working
881,high,Europe,low,low,medium,medium,regular,good,fall,good,working
884,high,Europe,low,high,high,medium,regular,bad,winter,bad,weekend
885,low,US,low,medium,high,medium,regular,good,summer,good,working
886,low,UK,low,low,medium,medium,regular,good,spring,bad,working
887,low,US,low,low,low,medium,regular,bad,spring,bad,working
888,low,US,low,low,medium,medium,regular,bad,summer,good,working
890,high,Europe,high,low,high,low,regular,bad,winter,bad,working
891,high,US,low,medium,medium,medium,regular,good,summer,good,working
893,high,Europe,low,medium,high,medium,regular,good,summer,good,working
894,low,US,low,high,high,medium,regular,bad,fall,good,working
900,high,US,low,medium,low,medium,regular,good,fall,good,working
901,high,Europe,low,high,high,medium,regular,good,spring,bad,working
904,high,US,low,high,high,medium,regular,good,spring,good,weekend
909,high,Europe,low,low,low,medium,regular,good,fall,good,weekend
911,low,Europe,low,low,low,medium,increased,bad,spring,bad,working
912,low,US,low,medium,high,medium,regular,good,fall,good,working
913,high,US,low,high,medium,medium,regular,good,summer,good,working
914,low,Europe,low,medium,medium,low,regular,bad,spring,bad,working
918,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
920,high,US,low,medium,low,medium,regular,good,spring,bad,weekend
921,low,US,low,low,low,low,regular,bad,winter,bad,working
922,high,UK,low,medium,medium,medium,regular,good,fall,good,weekend
924,high,Europe,low,low,low,medium,regular,good,summer,good,working
926,low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
928,high,Europe,low,low,low,medium,regular,good,fall,good,working
931,low,Europe,low,medium,high,medium,regular,bad,fall,bad,weekend
933,low,UK,low,low,low,low,regular,bad,winter,bad,working
936,high,Europe,low,low,high,medium,increased,good,summer,good,holiday
941,low,US,low,low,high,medium,regular,good,summer,good,working
943,low,US,low,medium,medium,low,regular,bad,winter,bad,weekend
945,low,Europe,low,low,low,medium,regular,bad,fall,good,holiday
946,low,UK,low,low,low,medium,regular,bad,spring,good,working
947,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
948,low,Europe,low,low,medium,medium,regular,bad,fall,bad,working
949,high,Europe,low,low,medium,medium,regular,good,winter,good,working
952,high,US,low,medium,high,low,regular,good,fall,good,weekend
953,high,Europe,low,low,low,medium,regular,good,fall,good,weekend
954,low,UK,low,high,medium,medium,regular,good,fall,good,working
955,low,US,low,low,low,medium,regular,bad,winter,bad,weekend
961,high,Europe,low,low,low,low,regular,good,summer,good,holiday
962,low,UK,low,medium,low,low,regular,bad,fall,bad,weekend
966,low,US,low,medium,medium,low,regular,bad,summer,bad,weekend
967,low,US,low,medium,low,medium,regular,bad,spring,good,working
968,high,US,low,low,medium,medium,regular,good,summer,good,working
970,high,US,low,medium,medium,low,regular,good,fall,good,working
972,low,Europe,low,medium,high,medium,regular,bad,spring,bad,weekend
973,low,Europe,low,low,medium,low,regular,good,summer,good,working
974,high,US,low,medium,medium,medium,regular,good,spring,bad,working
975,low,Europe,high,low,low,low,regular,bad,spring,bad,weekend
977,low,UK,low,high,medium,medium,increased,bad,summer,good,working
978,low,UK,low,low,low,medium,regular,bad,winter,bad,working
980,high,US,high,medium,high,medium,regular,bad,spring,bad,working
981,high,US,low,low,low,medium,increased,good,fall,good,working
982,high,UK,low,low,low,medium,regular,good,winter,good,working
984,high,US,low,low,low,medium,regular,good,fall,good,working
985,high,Europe,low,medium,high,medium,regular,bad,summer,bad,weekend
990,low,UK,low,medium,medium,medium,regular,good,fall,good,working
993,low,Europe,low,medium,high,medium,regular,good,summer,good,working
996,high,UK,high,high,high,medium,regular,good,summer,good,working
997,low,Europe,low,low,low,low,regular,bad,winter,bad,working
999,low,Europe,low,medium,low,medium,regular,bad,winter,bad,working
1002,low,US,low,medium,high,medium,regular,good,summer,good,working
1003,high,UK,high,high,high,low,regular,bad,fall,bad,holiday
1004,low,UK,low,low,medium,medium,regular,bad,spring,good,working
1005,low,Europe,low,medium,medium,medium,regular,bad,spring,good,working
1009,high,Europe,low,low,low,low,regular,bad,spring,bad,working
1010,low,UK,low,medium,low,medium,increased,good,fall,good,working
1013,high,US,low,medium,low,medium,increased,good,summer,good,working
1015,high,Europe,low,low,low,medium,regular,good,summer,good,working
1016,high,US,low,low,medium,medium,regular,good,summer,good,holiday
1017,low,US,low,low,medium,low,regular,bad,winter,bad,weekend
1018,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
1019,low,Europe,low,low,low,medium,regular,bad,spring,good,working
1021,low,US,low,low,low,medium,increased,good,spring,good,weekend
1024,high,Europe,low,low,low,medium,regular,good,summer,bad,working
1027,high,Europe,high,low,medium,medium,regular,bad,spring,bad,working
1030,low,US,low,low,medium,medium,regular,good,spring,good,working
1032,high,Europe,high,high,high,medium,regular,good,winter,bad,weekend
1034,low,Europe,low,medium,medium,medium,regular,bad,spring,bad,weekend
1036,low,Europe,low,low,low,low,regular,bad,winter,bad,working
1038,high,US,low,low,medium,low,regular,good,winter,good,working
1039,low,UK,low,high,high,medium,increased,bad,winter,bad,working
1040,high,Europe,low,low,low,medium,regular,good,fall,good,working
1042,high,Europe,low,high,high,medium,regular,good,summer,good,weekend
1043,low,Europe,low,low,medium,medium,regular,good,summer,good,working
1044,high,US,low,low,high,medium,regular,good,winter,bad,working
1046,low,Europe,low,medium,low,medium,regular,good,spring,good,working
1047,high,Europe,low,medium,low,medium,regular,good,summer,good,working
1048,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
1050,low,Europe,low,low,low,medium,regular,bad,fall,bad,weekend
1051,high,UK,low,medium,low,medium,regular,good,fall,good,working
1052,high,UK,low,medium,medium,medium,regular,good,summer,good,working
1053,high,Europe,low,medium,medium,medium,regular,good,spring,good,weekend
1054,high,US,low,high,medium,low,regular,good,spring,bad,working
1057,low,Europe,low,medium,medium,medium,regular,good,summer,good,holiday
1058,high,US,low,low,low,low,regular,good,winter,good,working
1062,high,Europe,low,high,high,low,regular,good,fall,good,working
1064,high,US,low,low,medium,medium,regular,good,fall,good,working
1065,high,US,low,medium,medium,medium,regular,bad,summer,good,working
1067,high,US,low,low,low,medium,regular,bad,winter,bad,working
1070,low,US,high,high,high,medium,regular,bad,winter,bad,working
1072,high,Europe,high,low,low,low,regular,bad,winter,bad,working
1076,low,US,low,low,low,medium,increased,bad,fall,good,working
1077,low,Europe,low,low,low,low,regular,bad,fall,bad,working
1079,low,Europe,low,low,low,low,regular,good,winter,good,working
1082,low,UK,low,low,low,low,regular,bad,fall,bad,working
1083,low,UK,low,high,medium,low,increased,good,winter,good,weekend
1084,high,US,low,low,low,low,regular,bad,winter,bad,weekend
1085,high,Europe,low,low,low,low,regular,good,fall,good,working
1086,low,Europe,low,low,low,low,regular,bad,winter,bad,holiday
1087,low,UK,low,high,high,medium,regular,bad,summer,bad,working
1089,low,UK,low,low,low,low,regular,bad,spring,bad,working
1090,low,UK,low,medium,medium,medium,regular,good,fall,good,working
1094,low,US,low,medium,high,low,regular,bad,summer,bad,working
1095,low,Europe,low,low,medium,medium,regular,bad,fall,bad,working
1096,low,Europe,low,medium,medium,medium,regular,bad,spring,bad,working
1098,high,Europe,low,medium,medium,medium,regular,bad,spring,bad,working
1099,high,US,low,low,low,medium,regular,good,summer,good,working
1101,high,UK,low,low,medium,low,regular,good,fall,good,weekend
1103,low,Europe,low,medium,medium,medium,regular,good,fall,good,working
1104,low,Europe,low,low,low,low,regular,bad,fall,bad,working
1105,high,Europe,low,medium,low,low,regular,bad,spring,bad,weekend
1108,high,Europe,low,high,high,low,regular,bad,winter,bad,working
1109,high,Europe,low,low,low,medium,regular,good,fall,good,working
1110,low,Europe,low,medium,high,low,regular,bad,spring,bad,working
1115,high,US,low,low,low,low,regular,bad,spring,bad,working
1120,low,US,low,medium,low,low,regular,bad,fall,good,working
1122,low,US,low,low,low,medium,regular,good,summer,good,working
1123,low,Europe,low,low,medium,medium,regular,good,summer,good,working
1124,high,Europe,high,high,high,medium,regular,bad,fall,good,working
1125,high,US,low,low,low,low,regular,good,winter,good,weekend
1129,high,UK,low,medium,medium,medium,regular,good,winter,good,working
1130,low,Europe,low,high,high,low,regular,bad,spring,bad,working
1131,low,UK,low,low,low,low,regular,bad,fall,bad,working
1132,low,Europe,low,low,low,low,regular,bad,winter,bad,holiday
1135,high,US,low,medium,low,medium,regular,bad,winter,bad,working
1136,low,Europe,low,medium,medium,medium,regular,good,spring,good,working
1137,high,Europe,low,low,high,medium,regular,bad,summer,bad,working
1138,low,Europe,low,medium,low,medium,regular,good,fall,good,working
1139,high,UK,low,low,high,medium,regular,good,spring,good,working
1140,low,US,low,low,low,medium,regular,good,fall,good,working
1141,low,Europe,low,low,medium,medium,regular,good,summer,good,working
1142,high,US,low,medium,low,medium,regular,good,summer,good,working
1146,low,Europe,low,high,high,low,regular,bad,fall,bad,weekend
1147,low,US,low,high,low,medium,regular,good,summer,good,holiday
1151,high,Europe,low,low,low,medium,regular,good,spring,bad,working
1152,high,Europe,low,low,low,medium,regular,good,summer,good,working
1153,high,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
1156,high,US,low,low,low,medium,regular,good,summer,good,weekend
1157,high,US,low,low,low,medium,regular,good,summer,good,working
1162,low,UK,low,high,medium,medium,regular,bad,summer,good,weekend
1163,low,Europe,low,low,low,medium,regular,good,spring,good,weekend
1166,high,UK,low,low,low,medium,regular,good,fall,good,holiday
1167,high,Europe,low,low,low,medium,regular,good,winter,good,working
1171,low,Europe,low,low,low,low,regular,bad,spring,bad,working
1172,high,US,low,medium,low,medium,regular,good,summer,good,weekend
1175,low,US,low,low,medium,medium,regular,good,winter,good,weekend
1176,low,UK,low,low,low,low,increased,bad,winter,bad,weekend
1177,high,UK,low,high,high,low,regular,bad,winter,bad,weekend
1179,low,UK,low,low,low,medium,regular,good,summer,good,working
1180,low,US,low,low,low,low,regular,bad,fall,bad,working
1181,low,Europe,low,low,low,low,regular,bad,winter,bad,working
1182,low,Europe,high,low,low,medium,regular,good,summer,good,working
1185,high,Europe,low,medium,medium,medium,regular,good,winter,good,working
1186,low,US,low,low,medium,medium,regular,bad,spring,good,weekend
1187,low,Europe,low,medium,low,medium,regular,bad,summer,good,working
1189,high,UK,low,medium,medium,medium,regular,good,summer,good,working
1190,low,Europe,low,low,high,medium,regular,bad,fall,bad,working
1191,high,Europe,high,medium,medium,low,regular,bad,winter,bad,weekend
1192,high,UK,low,medium,low,medium,increased,bad,winter,bad,working
1193,low,US,low,medium,medium,medium,regular,bad,spring,good,working
1195,high,US,low,medium,high,medium,increased,good,summer,good,working
1196,high,Europe,low,high,low,medium,regular,good,summer,good,working
1198,low,US,low,low,medium,medium,regular,good,summer,good,working
1199,high,Europe,low,low,medium,medium,regular,good,summer,good,working
1200,high,US,high,low,medium,medium,regular,bad,spring,bad,working
1201,high,Europe,low,low,low,medium,regular,good,spring,good,working
1203,low,US,low,low,medium,low,regular,bad,fall,bad,working
1206,high,UK,low,low,low,medium,regular,good,winter,good,working
1211,low,Europe,low,high,high,medium,regular,bad,spring,good,working
1221,high,Europe,low,low,low,medium,regular,bad,winter,bad,weekend
1222,high,Europe,low,high,high,medium,regular,good,summer,good,working
1223,low,Europe,low,high,high,low,regular,bad,winter,bad,weekend
1224,low,US,low,low,low,medium,regular,bad,spring,bad,weekend
1227,low,Europe,low,low,low,medium,regular,bad,winter,bad,weekend
1228,high,Europe,low,medium,low,medium,regular,good,spring,good,working
1229,low,UK,low,low,low,low,regular,bad,fall,bad,working
1230,high,Europe,low,high,high,medium,regular,good,spring,good,working
1234,low,UK,low,low,low,low,regular,bad,winter,bad,working
1235,low,Europe,low,medium,high,medium,regular,good,fall,good,working
1238,low,UK,low,medium,low,medium,regular,good,spring,good,working
1239,high,Europe,low,low,low,low,increased,bad,winter,bad,weekend
1241,low,Europe,low,low,low,low,regular,bad,fall,bad,working
